dm_desc	frequency
Hemoglobin	2
Caspase-1	2
Helicase-like domain of reverse gyrase	2
Caspase-activated DNase (CAD), DFF40, N-terminal domain	2
Heat shock protein 15 kD	2
Catalase	2
HSV-2 protease	2
HSC20 (HSCB), N-terminal (J) domain	2
GlcNAc-alpha-1,4-Gal-releasing endo-beta-galactosidase, GngC, catalytic domain	2
Germination protease	2
Chromosome partition protein MukF (KicB), C-terminal domain	2
Chemotaxis protein CheW	2
Formiminotransferase domain of formiminotransferase-cyclodeaminase.	2
Formate dehydrogenase N, cytochrome (gamma) subunit	2
Chemosensory protein Csp2	2
Flavohemoglobin, central domain	2
Flavohemoglobin, N-terminal domain	2
Flavohemoglobin, C-terminal domain	2
Flavocytochrome c sulfide dehydrogenase, FCSD, cytochrome subunit	2
Flavivirus non-structural protein NS2B	2
Flagellar type III ATPase FliI, domain 3	2
Flagellar hook protein flgE	2
Flagellar Type III ATPase FliI, domain 1	2
Fimbrin (Plastin), actin-crosslinking domain	2
Fimbrial lectin GafD	2
Fimbrial adhesin F17-AG lectin domain	2
Ferric hydroxamate uptake receptor FhuA	2
Chaperone protein hscA (Hsc66)	2
Ferredoxin-cytochrome complex	2
Ferredoxin I	2
Fe-only hydrogenase smaller subunit	2
Fe-S scaffold protein IscA (YfhF)	2
FdxN element excision controlling factor protein	2
Fatty acid/phospholipid synthesis protein PlsX	2
Fatty acid-binding protein	2
Fatty acid synthase	2
Factor B	2
FYVE finger-containing Rab5 effector protein rabenosyn-5	2
Chloride channel protein 5, ClC-5	2
Chloride channel protein, CBS tandem	2
FAHD1 (Flj36880, YISKL)	2
F1F0 ATP synthase subunit A	2
Formyltetrahydrofolate synthetase	2
Chaperone protein YscB	2
Germin	2
Cell wall-associated hydrolase Spr C-terminal domain	2
Genetically engineered molecular motor	2
General stress protein 26	2
General secretion pathway protein M, EpsM	2
General secretion pathway protein C, EpsC	2
Gemetophytic self-incompatibility associated SF11-RNase	2
Cell division protein MinE topological specificity domain	2
Galactose/glucose-binding protein	2
GTPase Ytp1	2
GTP-sensing transcriptional pleiotropic repressor CodY, C-terminal domain	2
GTP-binding protein engB	2
GTP-binding protein GEM	2
Cell filamentation protein Fic	2
GTP cyclohydrolase II, RibA	2
Cell invasion protein SipA, N-terminal domain	2
Cell wall-associated hydrolase Spr N-terminal domain	2
Chaperone protein SycN	2
Cellobiohydrolase II (Cel6)	2
Cellular repressor of E1A-stimulated genes CREG1	2
G:T/U mismatch-specific DNA glycosylase, Mug	2
Cellular retinol-binding protein III	2
G/T mismatch-specific thymine DNA glycosylase	2
Cellulosomal scaffolding protein A	2
Central domain of flagellar type III ATPase FliI	2
Centroradialis protein Cen	2
FxFG nucleoporin repeats	2
FwdE-like protein DSY1837 (Dhaf_2201)	2
Fungal zinc peptidase	2
Fungal immunomodulatory protein, FIP	2
Functional domain of the splicing factor Prp18	2
Fucose-specific lectin	2
Immunomodulatory protein m144, alpha-3 domain	2
Hypothetical protein YxaG	2
Inhibitor of caspase-activated DNase (ICAD), DFF45, N-terminal domain	2
ATP-dependent DNA ligase	2
Potassium channel kv4.3	2
Porin MspA	2
Pop2 RNase D domain	2
Polysulfide-sulfur transferase (sulfide dehydrogenase, Sud)	2
Polygalacturonic acid lyase (pectate lyase)	2
Polycomb protein, Pc	2
Polycomb protein Scm	2
Poly(A) polymerase catalytic subunit, PAPL	2
Pollen allergen PHL P 1 N-terminal domain	2
Polcalcin phl p 7	2
Pneumolysin N-terminal domain	2
Pneumolysin C-terminal domain	2
PmbA-related protein TM0727	2
Platelet-derived growth factor BB	2
Plasmid partition protein ParG	2
Pre-mRNA splicing factor Cwf14 / Bud31	2
Plasmid maintenance system epsilon/zeta, toxin zeta subunit	2
ATP-dependent DNA ligase, N-terminal domain	2
Plant class II chitinase	2
ATP-dependent RNA helicase DDX25	2
Plant beta-glucanases	2
ATP-dependent RNA helicase PF2015	2
ATP:corrinoid adenosyltransferase CobA	2
Pit-1 POU homeodomain	2
Pit-1	2
Pinoresinol-lariciresinol reductase	2
Photosystem II reaction center protein ycf12	2
ATPase domain of protease Lon (La)	2
Photosystem II reaction center protein X, PsbX	2
Photosystem II associated cytochrome c549	2
ARF guanine-exchange factor 2, Gea2	2
APOBEC3A	2
Photosynthetic reaction center and core antenna system (trimeric)	2
Probable acetyltransferase EF1919	2
Proline racemase	2
Proline iminopeptidase	2
Proline dehydrohenase domain of bifunctional PutA protein	2
A middle domain of Talin 1	2
Prokaryotic actin homolog MreB	2
Programmed cell death 6 protein-like protein	2
Programmed cell death 4, PDCD4	2
A novel bacterial esterase	2
Probable uroporphyrinogen-III synthase	2
Probable transcriptional regulator PhnF, receptor domain	2
Probable thiol peroxidase PsaD	2
Probable ribosomal biogenesis protein	2
AART, designed six-finger protein	2
Probable cysteine desulfurase SufS	2
Probable acetyltransferase BC2806	2
APC10/DOC1 subunit of the anaphase-promoting complex	2
ADP-ribosylation factor binding protein Gga2	2
Probable N-acetylglucosamine kinase CV2896, N-terminal domain	2
Probable N-acetylglucosamine kinase CV2896, C-terminal domain	2
Priming beta-ketosynthase from the r1128 polyketide biosynthetic pathway	2
Preprotein translocase SecA C-terminal domain	2
Prephenate dehydratase C-terminal domain	2
Prephenate dehydratase	2
Prefoldin beta subunit	2
ADP-specific phosphofructokinase	2
Prefoldin alpha subunit	2
Predicted transcriptional regulator	2
Precorrin-8x methylmutase	2
Precorrin-6y methylase CbiE	2
Pre-mRNA splicing factor Slu7 fragments	2
Abl tyrosine kinase	2
Phosphotyrosine protein phosphatase PtpB	2
P4H-1	2
PccA	2
Acetylcholine receptor protein, beta chain	2
Peptide:N-glycanase, PNGase, C-terminal domain	2
Peptide:N-glycanase 1, PNG1	2
Acetylcholine receptor protein, delta chain	2
Peptide derived from p-21 activated kinase	2
Peptidase T (tripeptidase), catalytic domain	2
Peptidase T (tripeptidase)	2
Acetylcholine receptor protein, gamma chain	2
Acetylxylan esterase	2
Pentaerythritol tetranirate reductase	2
Penicillinase repressor BlaI	2
Inhibitor of growth protein 4, Ing4	2
Penicillin-binding protein 1a, transpeptidase domain	2
Pectin methylesterase PemA	2
Patatin	2
Peptidoglycan-recognition protein-SA (Cg11709)	2
Aconitase B, C-terminal domain	2
Aconitase B, N-terminal domain	2
Paired protein	2
PYP domain of sensor histidine kinase Ppr	2
Aconitase B, second N-terminal domain	2
Actin binding domain of plectin	2
PHL P 1 C-terminal domain	2
PH-like domain of neurobeachin	2
Actin interacting protein 1	2
Actin-fragmin kinase, catalytic domain	2
PE25	2
PDC-109, collagen-binding type II domain	2
PAS domain of steroid receptor coactivator 1A, NCo-A1	2
Actinin	2
Peptidoglycan-recognition protein-LE	2
Peptidyl carrier protein (PCP), thioester domain	2
Phosphoribosyl-AMP cyclohydrolase HisI	2
PhoB receiver domain	2
Phosphopantothenoylcysteine synthetase	2
Phosphomethylpyrimidine kinase	2
Abnormal cell lineage protein 3, Lag-3	2
Acetate-CoA ligase alpha chain, AcdA, N-terminal domain	2
Phosphoenolpyruvate carboxylase	2
Phosphinothricin acetyltransferase	2
Phosphatidylinositol phosphate kinase IIbeta, PIPK IIbeta	2
Phosphatidylinositol 3-kinase, p85-alpha subunit	2
Acetate-CoA ligase alpha chain, AcdA, domains 2 and 3	2
Phosphatase YniC	2
Phoshoinositide 3-kinase (PI3K), catalytic domain	2
Acetate:CoA transferase alpha	2
Phoshoinositide 3-kinase (PI3K)	2
PhoP receiver domain	2
Pho4 B/HLH domain	2
Peptidyl-prolyl cis-trans isomerase A, PpiA	2
Phenylcoumaran benzylic ether reductase	2
Phenylalanyl-tRNA synthetase (PheRS)	2
Phenylalanine hydroxylase, PAH	2
Phenylalanine activating domain of gramicidin synthetase 1	2
Phenylacetic acid degradation protein PaaC	2
Phenazine biosynthesis protein PhzD	2
Peroxisomal acyl-CoA oxidase-II, domains 3 and 4	2
Peroxisomal acyl-CoA oxidase-II, domains 1 and 2	2
Acetyl-CoA hydrolase (PA5445)	2
Periplasmic zinc binding protein ZnuA	2
Periplasmic zinc binding protein TroA	2
Periplasmic endonuclease Vvn	2
Periplasmic chaperone SfaE	2
Peptidyl-prolyl cis-trans isomerase-like 2, Cyclophilin-60, PPI domain	2
Proline/betaine transporter ProP, C-terminal cytoplasmic domain	2
Prolyl 4-hydroxylase alpha-1 subunit, P4HA1	2
60-kda SS-aARo ribonucleoprotein	2
ROO-like flavoprotein TM0755, C-terminal domain	2
Rap1A	2
RalF, N-terminal domain	2
RalF, C-terminal domain	2
Rad50 coiled-coil Zn hook	2
2-amino-3-ketobutyrate CoA ligase	2
2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase MtnX	2
Rab5c	2
2-isopropylmalate synthase LeuA, allosteric (dimerisation) domain	2
2-isopropylmalate synthase LeuA, catalytic domain	2
2-isopropylmalate synthase LeuA, communication domain	2
2-methylcitrate dehydratase PrpD	2
RSV capsid protein	2
RPTP Lar	2
ROO-like flavoprotein TM0755, N-terminal domain	2
RNase-related protein	2
Receptor protein-tyrosine kinase Erbb-3 Cys-rich domains	2
RNase NW	2
RNA-binding protein She2p	2
2-phosphosulfolactate phosphatase ComB	2
RNA processing protein UPF3x, RRM domain	2
RNA polymerase-associated protein RTF1 homolog	2
26s proteasome non-ATPase regulatory subunit 4 (s5a)	2
Quinolone signal response protein PqsE	2
Queuosine biosynthesis protein queA	2
Pyrophosphate-dependent phosphofructokinase	2
2A cysteine proteinase	2
Pym (Within the bgcn gene intron protein, WIBG), N-terminal domain	2
3-Methyladenine DNA glycosylase I (Tag)	2
Putative transposase DR0177	2
Putative translation intiation inhibitor TTHA0137	2
Rck domain from putative potassium channel Kch	2
Receptor protein-tyrosine kinase Erbb-3 extracellular domain	2
60-kda SS-A/Ro ribonucleoprotein, RoRNP	2
Restriction endonuclease BsobI	2
RffH	2
Retro-GCN4 leucine zipper	2
Retinoid X receptor (RXR-alpha) DNA-binding domain	2
Retinoic acid-inducible gene I (RIG-I) helicase	2
Retinoic acid receptor alpha (RAR-alpha)	2
Retinoblastoma-associated protein RB1 fragments	2
Retinal determination protein Dachshund	2
Restrictocin	2
(Pro)cathepsin X	2
Restriction endonuclease MunI	2
Restriction endonuclease FokI, N-terminal (recognition) domain	2
Restriction endonuclease FokI, C-terminal (catalytic) domain	2
Restriction endonuclease EcoRII, N-terminal domain	2
Restriction endonuclease EcoRII, C-terminal domain	2
Replication protein A, repA	2
Receptor-binding domain of short tail fibre protein gp12	2
Replication modulator SeqA, C-terminal DNA-binding domain	2
(R)-specific enoyl-CoA hydratase	2
Replicase NSP9	2
RepE54	2
Rep 40 protein helicase domain	2
Regulatory subunit of Protein kinase A	2
Regulatory subunit H of the V-type ATPase	2
1-pyrroline-5-carboxylate dehydrogenase	2
Regulatory protein SIR1	2
Regulator of G-protein signaling 4, RGS4	2
Regulator of G-protein signaling 3, RGS3	2
Red fluorescent protein fp61	2
17-beta-hydroxysteroid dehydrogenase type XI	2
Recombination-activating protein RAG1, nonamer-binding domain	2
Putative transcriptional regulator YusO	2
Putative transcriptional regulator YtfH	2
Putative transcriptional regulator TM0816	2
Proton ATPase	2
Putative acetyl/propionyl-CoA carboxylase subunit alpha Mpe_A3659	2
Putative Zinc transporter CzrB	2
4-oxalomesaconate hydratase LigJ	2
Putative N-type ATP pyrophosphatase PF0828	2
Putative GTP pyrophosphokinase SP1097	2
Putative DNA-binding protein ReutB4095	2
Putative DEAD box RNA helicase	2
Putative 70 kda peptidylprolyl isomerase PFL2275c	2
Putative 2-pyrone-4,6-dicarboxylic acid hydrolase PP1699	2
Pullulanase secretion protein PulG	2
Pseudouridine synthase RsuA N-terminal domain	2
Pseudopilin GspJ	2
Pseudopilin GspI	2
Psd-95	2
Proto-oncogene tyrosine-protein kinase lck CD4/CD8 interacting region	2
Putative transcriptional regulator RHA1_ro04071	2
4ank	2
Protein-L-isoaspartyl O-methyltransferase, C-terminal domain	2
Protein lysine methyltransferase (PKMT) SET domain-containing protein 2 (SETD2)	2
Protein kinase c-like 1, pkn/prk1	2
5'-AMP-activated protein kinase catalytic subunit alpha-1, AMPK1	2
52 kDa Ro protein	2
Proteasome-activating nucleotidase PAN, C-terminal domain	2
53BP2	2
Proteasome regulatory subunit Rpn1, PC domain	2
Proteasome regulatory subunit Rpn1, N-terminal domain	2
Proteasome regulatory subunit Rpn1, C-terminal domain	2
6-phosphogluconate dehydrogenase	2
Protease synthase and sporulation negative regulatory protein PaiA	2
6-phosphogluconate dehydrogenase (6PGD)	2
Putative acetyltransferase EF0244	2
Putative acetyltransferase PF0028	2
Putative acyl-coa thioester hydrolase HI0827	2
Putative adenylate cyclase VP1760	2
Putative sugar kinase TM0828	2
Putative spermidine synthetase PF0127 (SpeE)	2
Putative serine hydrolase Ydr428c	2
Putative protein synthesis inhibitor TM0215	2
Putative polyketide synthase SCO1206, N-terminal domain	2
Putative polyketide synthase SCO1206, C-terminal domain	2
Putative periplasmic protein BVU2443	2
3-hydroxykynurenine transaminase	2
Putative oleoyl-ACP thioesterase LP0708	2
3-mercaptopyruvate sulfurtransferase	2
39 kda initiator binding protein, IBP39, C-terminal domains	2
Putative methyltransferase TehB	2
Putative methyltransferase SPy1538	2
39 kda initiator binding protein, IBP39, N-terminal domain	2
Putative methylase HI0767	2
Putative methionine aminotransferase YdbL	2
3ank	2
Putative hydrolase	2
Putative glycerate kinase (hypothetical protein TM1585)	2
4-chlorobenzoyl CoA ligase	2
Putative enoyl reductase domain of polyketide synthase	2
Putative eIF-2B subunit 2-like protein PH0440	2
Putative cytoplasmic protein YdiL	2
Putative citrate lyase alpha chain, citF2	2
Putative carbonyl reductase sniffer	2
Putative arsenical resistance operon repressor AF0168	2
Putative aminotransferase TM1131	2
Putative amino-acid transporter CjaA	2
Putative amidohydrolase LP2961	2
PA linker region	2
CpSRP43	2
P27(KIP1) fragment 22-106	2
Methyltetrahydrofolate: corrinoid/iron-sulfur protein methyltransferase MetR	2
Minichromosome maintenance protein 4 (MCM4)	2
Minichromosome maintenance protein 3 (MCM3)	2
Minichromosome maintenance protein 2 (MCM2)	2
Biotin repressor, N-terminal domain	2
Apoptosis-inducing factor (AIF), N- and C-terminal domain	2
Microbial PepT or POT	2
Methyltransferase mboII	2
P2 myelin protein	2
Bile-salt activated lipase (cholesterol esterase)	2
Methyltransferase domain from DNA methyltransferase 1 (DNMT1)	2
Methyltransferase BC2162	2
Apoptosis-inducing factor (AIF), middle domain	2
Methylesterase CheB, N-terminal domain	2
Kinetochore protein Spc25	2
Methylesterase CheB, C-terminal domain	2
Methyl-accepting chemotaxis protein 2, MCP2	2
Betacore	2
Methyl parathion hydrolase	2
Beta2-adrenergic GPCR	2
Archaeal ATPase SSO1545	2
Kinase-associated protein B	2
Archaeal ssDNA-binding protein	2
Aryl sulfotransferase sult1a	2
Arylsulfatase B (4-sulfatase)	2
Methionine synthase, C-terminal domain	2
Methionine synthase domain	2
Minichromosome maintenance protein 5 (MCM5)	2
Minichromosome maintenance protein 6 (MCM6)	2
Minichromosome maintenance protein 7 (MCM7)	2
Apoptosis-inducing factor (AIF)	2
Myosin-4 (Myo4p) globular tail	2
Anthrolysin O N-terminal domain	2
Myo-inositol oxygenase MioX	2
Myeloblastosis-associated viral protease	2
Itk/tsk protein tyrosine kinase	2
Multidomain proteinase inhibitor	2
Moth pheromone-binding protein, PBP	2
Monomeric isocitrate dehydrogenase	2
Monocyte chemoattractant protein-3 (MCP-3)	2
Molybdate/tungstate import ATP-binding protein WtpC (ModC)	2
JMJD2D core	2
Modulator of the activity of Ets (MAE, CG15085-PA)	2
Modulator in mal gene expression, MalY	2
Mnt repressor	2
Junction adhesion molecule, JAM, C-terminal domain	2
Mitotic rotamase PIN1	2
Junction adhesion molecule, JAM, N-terminal domain	2
Mitogen-activated protein kinase kinase kinase 2, MEKK 2	2
Biotin repressor/biotin holoenzyme synthetase, catalytic (central) domain	2
Mitogen-activated protein kinase 8 (jnk1)	2
Kallikrein-13	2
Mitochondrial resolvase ydc2 catalytic domain	2
Biotin repressor/biotin holoenzyme synthetase, C-terminal domain	2
Mitochondrial resolvase ydc2 N-terminal domain	2
Kelch-like ECH-associated protein 1, KEAP1	2
Metalloprotease inhibitor	2
Meta-cleavage product hydrolase CumD	2
Myristoyl-ACP-specific thioesterase	2
Leech derived tryptase inhibitor (LDTI-C)	2
Listeriolysin regulatory protein PrfA, N-terminal domain	2
Listeriolysin regulatory protein PrfA, C-terminal domain	2
Lipovitellin-phosvitin complex; beta-sheet shell regions	2
BAH domains from DNA methyltransferase 1 (DNMT1)	2
Lipase chaperone LifO (LipB)	2
Ku70 subunit middle domain	2
Lin-12	2
Ligand binding domain of lir-2 (ilt4)	2
LicT	2
Ku80 subunit N-terminal domain	2
LexA repressor, N-terminal DNA-binding domain	2
BEACH domain of neurobeachin	2
Ku80 subunit middle domain	2
Ascaris elastase inhibitor	2
Lectin-C	2
L-A virus major coat protein	2
Lectin xcl	2
Lectin MPA	2
Bacteriophage alpha3 assembly	2
Large subunit of cumene dioxygenase cumA1	2
Bacteriochlorophyll A protein	2
Bacterial alpha-amylase	2
Bacillus phage protein	2
Lactonase Drp35	2
Lactaldehyde reductase FucO	2
Lactobacillus maltose phosphorylase, N-terminal domain	2
B repeat unit of collagen binding surface protein (cna)	2
Lupus LA protein	2
Lupus La autoantigen N-terminal domain	2
LytB	2
Menaquinone-specific isochorismate synthase MenF	2
Membrane-type matrix metalloproteinase (CDMT1-MMP)	2
Membrane-anchored thioredoxin-like protein TlpA, soluble domain	2
Mellitin	2
Aspergillopepsin II	2
Mechanosensitive channel AtOSCA3.1	2
Ku70 subunit N-terminal domain	2
Max	2
Matrilysin (MMP-7)	2
Maspin	2
Mannose-6-phosphate isomerase ManA	2
Mannonate dehydratase UxuA	2
Mannanase A, ManA	2
Major surface antigen p30, SAG1	2
AttH-related protein NE1406	2
Beta-mannosidase, C-terminal domain	2
Major capsid protein VP5	2
Beta-1,4-galactanase	2
Magainin 2	2
Mad protein	2
MTH1895	2
MM_2955	2
MJ0796	2
MAP kinase p38-gamma	2
M.EcoKI	2
Myotrophin	2
Multidrug transporter activator MtaN	2
N(2),N(2)-dimethylguanosine tRNA methyltransferase Trm1	2
Brain-derived neurotrophic factor, BDNF	2
Brain tumor cg10719-pa	2
Brain fatty acid binding protein	2
Bone morphogenetic protein-7 (BMP-7)	2
Aklanonic acid methyl ester cyclase, AknH	2
Insect cysteine-rich antifreeze protein	2
Insulin-like growth factor-binding protein 1, IGFBP1	2
Blue light receptor BlrB	2
Nuclear pore complex protein Nup358	2
Alcohol dehydrogenase TM0920	2
Nuclear mRNA export protein Sac3	2
Nuclear hormone receptor HR38	2
Interferon-alpha/beta receptor beta chain	2
Alginate lyase PA1167	2
Alkaline serine protease Apa1	2
Alkanesulfonate monooxygenase SsuD	2
Allantoicase	2
Nonstructural protein ns2, Nep, M1-binding domain	2
Nonstructural protein NS2	2
Bit1 (Cgi-147)	2
Non-structural protein NS1 C-terminal domain	2
Allene oxide synthase-lipoxygenase protein, N-terminal domain	2
